time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-20T14:53:07.742Z,61.515,-140.7064,8.577,2.6,ml,19,91,0.65,0.66,us,us6000jqah,2023-02-20T16:28:54.040Z,"118 km E of McCarthy, Alaska",earthquake,2.39,4.004,0.042,74,reviewed,us,us
2023-02-20T14:13:12.256Z,-23.4178,-69.1114,103.452,4.1,mb,14,104,0.826,0.79,us,us6000jqad,2023-02-20T14:45:44.040Z,"108 km S of Calama, Chile",earthquake,5.3,5.364,0.524,1,reviewed,us,us
2023-02-20T12:21:51.267Z,-18.2777,-178.0312,561.902,4.4,mb,56,69,3.807,0.59,us,us6000jqa0,2023-02-20T12:38:04.040Z,"281 km E of Levuka, Fiji",earthquake,9.65,7.493,0.034,248,reviewed,us,us
2023-02-20T11:15:15.835Z,-3.8836,133.4364,10,4.3,mb,20,137,1.524,0.29,us,us6000jq9x,2023-02-20T11:45:05.040Z,"207 km NNE of Tual, Indonesia",earthquake,5.97,1.947,0.148,13,reviewed,us,us
2023-02-20T10:50:10.340Z,18.8493333333333,-67.3056666666667,10.4,2.93,md,12,274,0.4222,0.22,pr,pr71396848,2023-02-20T11:04:04.220Z,"45 km NNW of San Antonio, Puerto Rico",earthquake,0.91,1,0.0829214822709696,10,reviewed,pr,pr
2023-02-20T09:47:26.864Z,3.3125,123.9156,410.778,4.6,mb,116,75,4.084,0.72,us,us6000jq9p,2023-02-20T12:16:01.040Z,"Celebes Sea",earthquake,7.52,7.058,0.048,132,reviewed,us,us
2023-02-20T09:36:58.596Z,63.5537,-157.838,10.9,2.9,ml,,,,0.58,ak,ak0232chzfxd,2023-02-20T17:47:01.040Z,"96 km SSE of Kaltag, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-02-20T09:08:36.029Z,48.74,-128.9566,10,4.1,mb,66,128,0.789,0.36,us,us6000jq9j,2023-02-22T08:17:22.332Z,"228 km WSW of Tofino, Canada",earthquake,5.95,1.945,0.061,74,reviewed,us,us
2023-02-20T08:46:19.718Z,-24.3502,179.9311,509.049,4.5,mb,80,53,5.237,0.64,us,us6000jq9g,2023-02-20T18:09:45.040Z,"south of the Fiji Islands",earthquake,11.33,6.107,0.047,131,reviewed,us,us
2023-02-20T07:13:47.370Z,19.3275,-155.133166666667,5.57,2.76,ml,42,104,,0.17,hv,hv73327742,2023-02-22T04:15:40.680Z,"15 km S of Fern Forest, Hawaii",earthquake,0.3,0.46,0.175519144180884,27,reviewed,hv,hv
2023-02-20T06:39:33.205Z,-16.3366,-72.6886,116.082,4.1,mb,13,175,3.019,0.43,us,us6000jq9a,2023-02-21T13:24:15.040Z,"29 km N of El Cardo, Peru",earthquake,11.6,19.055,0.214,6,reviewed,us,us
2023-02-20T06:30:27.760Z,18.0858333333333,-66.9715,22.96,2.7,md,14,70,0.05668,0.1,pr,pr71396823,2023-02-20T06:48:01.730Z,"1 km NW of Sabana Grande, Puerto Rico",earthquake,0.34,0.62,0.0893954203720111,5,reviewed,pr,pr
2023-02-20T06:03:28.350Z,18.2466666666667,-67.8421666666667,105.07,3.39,md,8,323,0.7282,0.16,pr,pr71396818,2023-02-20T06:22:39.930Z,"63 km W of Rincón, Puerto Rico",earthquake,1.89,1.56,0.0849718746627934,8,reviewed,pr,pr
2023-02-20T05:42:41.910Z,17.9338333333333,-66.8435,12.1,2.56,md,8,221,0.05328,0.08,pr,pr71396813,2023-02-20T05:57:51.390Z,"6 km SE of Maria Antonia, Puerto Rico",earthquake,0.68,0.36,0.00538615204246717,3,reviewed,pr,pr
2023-02-20T05:34:16.295Z,58.93,-154.5287,130,4.2,ml,,,,0.58,ak,ak0232cfl6rx,2023-02-21T05:54:01.148Z,"58 km SSE of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-20T04:05:03.974Z,-22.4556,-174.2759,10,5.1,mb,71,74,2.619,1.29,us,us6000jq88,2023-02-20T04:25:37.040Z,"142 km SSE of ‘Ohonua, Tonga",earthquake,9.35,1.871,0.054,110,reviewed,us,us
2023-02-20T03:45:38.572Z,38.6708,39.9482,7.526,4.3,mb,47,62,1.327,0.5,us,us6000jq85,2023-02-20T22:14:02.364Z,"3 km SE of Palu, Turkey",earthquake,3.47,1.56,0.095,31,reviewed,us,us
2023-02-20T03:09:47.719Z,15.2128,122.8285,10,5,mb,89,111,8.264,0.81,us,us6000jq7y,2023-02-20T11:12:02.631Z,"Philippine Islands region",earthquake,10.19,1.88,0.056,102,reviewed,us,us
2023-02-20T03:07:29.481Z,-5.405,150.9071,96.501,4.3,mb,20,130,1.738,0.49,us,us6000jq7w,2023-02-20T03:43:52.040Z,"86 km E of Kimbe, Papua New Guinea",earthquake,12.23,9.046,0.132,16,reviewed,us,us
2023-02-20T02:17:35.059Z,32.75299072,-100.6551305,7.947794596,2.7,ml,18,62,0.0777733927,0.1,tx,tx2023dnnr,2023-02-20T22:01:05.842Z,"16 km NE of Hermleigh, Texas",earthquake,0.6675417334,1.082287028,0.1,10,reviewed,tx,tx
2023-02-20T01:48:59.785Z,37.9658,36.8106,10,4.3,mb,64,52,0.465,1.2,us,us6000jq7l,2023-02-20T02:02:25.040Z,"28 km ESE of Göksun, Turkey",earthquake,5.75,1.922,0.078,47,reviewed,us,us
2023-02-20T01:33:29.285Z,1.8963,96.6097,21.712,4.9,mb,59,145,1.131,0.63,us,us6000jq7k,2023-02-20T01:49:08.040Z,"Nias region, Indonesia",earthquake,6.14,5.749,0.075,56,reviewed,us,us
2023-02-20T01:11:16.973Z,38.6742,14.1556,10,4.5,mb,50,56,1.842,0.73,us,us6000jq7g,2023-02-23T01:13:00.627Z,"59 km WNW of Leni, Italy",earthquake,5.32,1.6,0.085,40,reviewed,us,us
2023-02-20T01:07:38.336Z,38.6477,40.0047,11.378,4.4,mb,48,82,1.377,0.9,us,us6000jq7e,2023-02-20T03:56:14.040Z,"8 km ESE of Palu, Turkey",earthquake,3.79,4.589,0.088,37,reviewed,us,us
2023-02-20T00:58:49.293Z,38.668,39.9382,14.809,4.2,mb,18,74,1.321,0.72,us,us6000jq79,2023-02-20T05:58:16.040Z,"3 km SSE of Palu, Turkey",earthquake,3.75,6.362,0.372,2,reviewed,us,us
2023-02-20T00:39:03.271Z,38.691,39.978,10,4.5,mwr,41,57,1.343,0.58,us,us6000jq74,2023-02-20T05:36:41.040Z,"5 km E of Palu, Turkey",earthquake,2.58,1.885,0.071,19,reviewed,us,us
2023-02-20T00:37:30.257Z,38.6413,39.9166,10,4.7,mwr,82,41,1.314,0.82,us,us6000jq73,2023-02-20T05:06:05.040Z,"5 km S of Palu, Turkey",earthquake,3.19,1.466,0.048,42,reviewed,us,us
2023-02-20T00:28:09.850Z,17.9933333333333,-67.0228333333333,10.13,2.58,md,12,124,0.0313,0.15,pr,pr71396798,2023-02-20T00:44:02.610Z,"3 km NE of La Parguera, Puerto Rico",earthquake,0.42,0.72,0.235539167909739,6,reviewed,pr,pr
2023-02-20T00:01:18.919Z,2.7272,126.9831,35,4.7,mb,68,110,1.98,0.68,us,us6000jq6y,2023-02-20T23:58:52.040Z,"158 km NW of Tobelo, Indonesia",earthquake,9.23,1.9,0.075,55,reviewed,us,us
2023-02-19T23:57:26.573Z,38.2671,38.8204,10,4.2,mb,55,66,0.825,0.56,us,us6000jq6w,2023-02-20T04:38:58.040Z,"19 km WSW of Do?anyol, Turkey",earthquake,3.92,1.949,0.121,19,reviewed,us,us
2023-02-19T23:23:35.901Z,-34.287,-125.9946,10,5.3,mb,35,92,15.997,0.56,us,us6000jq6v,2023-02-20T20:56:30.778Z,"South Pacific Ocean",earthquake,8.7,1.888,0.101,33,reviewed,us,us
2023-02-19T23:21:17.900Z,-17.59,-174.4615,121.863,4.5,mb,26,101,1.141,0.67,us,us6000jq6p,2023-02-20T23:56:06.040Z,"127 km NNW of Neiafu, Tonga",earthquake,9.92,8.167,0.11,24,reviewed,us,us
2023-02-19T23:13:06.675Z,-5.9794,129.1584,10.013,4.3,mb,16,115,4.328,1.1,us,us6000jq6l,2023-02-20T23:53:24.040Z,"274 km SSE of Ambon, Indonesia",earthquake,10.84,6.46,0.169,10,reviewed,us,us
2023-02-19T23:12:21.707Z,2.7188,126.9844,35,5,mb,58,109,1.971,0.88,us,us6000jq6k,2023-02-20T23:49:19.040Z,"158 km NW of Tobelo, Indonesia",earthquake,7.37,1.877,0.063,81,reviewed,us,us
2023-02-19T22:56:53.036Z,10.0899,-84.2877,17.308,4.5,mb,22,136,0.194,0.62,us,us6000jq6i,2023-02-20T22:29:06.163Z,"3 km ESE of San Juan, Costa Rica",earthquake,3.64,5.014,0.181,9,reviewed,us,us
2023-02-19T22:09:12.571Z,2.8476,128.5375,226.644,4.6,mb,57,105,2.371,0.71,us,us6000jq6e,2023-02-20T23:46:43.040Z,"136 km NNE of Tobelo, Indonesia",earthquake,9.34,5.799,0.055,100,reviewed,us,us
2023-02-19T21:30:30.207Z,37.3597,36.8864,10,3.9,mwr,34,105,0.146,0.68,us,us6000jq69,2023-02-20T20:47:32.769Z,"25 km NNE of Nurda??, Turkey",earthquake,3.8,1.86,0.058,29,reviewed,us,us
2023-02-19T21:28:19.169Z,53.1914,160.6941,35,4.3,mb,33,140,1.244,0.87,us,us6000jq6b,2023-02-20T01:20:49.040Z,"139 km E of Petropavlovsk-Kamchatsky, Russia",earthquake,10.48,1.954,0.111,23,reviewed,us,us
2023-02-19T20:55:44.750Z,17.9301666666667,-66.8401666666667,11.11,2.92,md,13,208,0.05812,0.19,pr,pr71396768,2023-02-19T21:08:29.870Z,"7 km SSW of Indios, Puerto Rico",earthquake,0.72,0.56,0.101044054455469,6,reviewed,pr,pr
2023-02-19T20:16:29.488Z,-12.7247,66.3437,10,4.9,mb,103,78,8.002,0.55,us,us6000jq5z,2023-02-19T20:42:59.040Z,"Mid-Indian Ridge",earthquake,9.56,1.788,0.063,79,reviewed,us,us
2023-02-19T19:51:50.848Z,63.5424,-157.8976,13.9,3.4,ml,,,,0.82,ak,ak0232b0hmmh,2023-02-19T22:37:42.040Z,"Central Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-02-19T19:11:02.151Z,43.3965,-127.3047,10,3.2,ml,20,296,1.766,0.93,us,us6000jq5f,2023-02-19T20:49:29.040Z,"237 km W of Bandon, Oregon",earthquake,4.88,2.027,0.038,89,reviewed,us,us
2023-02-19T18:55:42.802Z,42.7977,143.1312,130.444,5,mb,144,90,0.782,0.77,us,us6000jq5d,2023-02-19T19:24:45.040Z,"14 km SSW of Obihiro, Japan",earthquake,8.62,5.526,0.023,599,reviewed,us,us
2023-02-19T17:57:11.658Z,56.5456,-149.5057,10,2.6,ml,12,282,2.085,0.86,us,us6000jq62,2023-02-20T17:01:09.040Z,"205 km SE of Chiniak, Alaska",earthquake,10.22,2.025,0.052,48,reviewed,us,us
2023-02-19T16:12:34.567Z,-5.3873,146.6183,131.524,4.4,mb,23,94,4.027,0.79,us,us6000jq4t,2023-02-19T17:19:00.040Z,"93 km E of Madang, Papua New Guinea",earthquake,11.5,5.897,0.12,20,reviewed,us,us
2023-02-19T16:07:11.410Z,-12.8199,66.3708,10,5.3,mww,25,98,7.474,0.79,us,us6000jq4r,2023-02-19T16:23:08.040Z,"",earthquake,11.54,1.922,0.098,10,reviewed,us,us
2023-02-19T15:32:54.122Z,63.2506,-150.5554,135.4,3.7,ml,,,,0.41,ak,ak0232axzttx,2023-02-19T15:43:21.040Z,"66 km ESE of Denali National Park, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-02-19T15:17:04.737Z,2.4267,126.096,76.725,5,mb,31,108,2.077,0.54,us,us6000jq4h,2023-02-19T15:33:59.040Z,"162 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,10.2,10.248,0.063,79,reviewed,us,us
2023-02-19T14:26:20.836Z,34.6284,33.0052,3.615,3.6,ml,7,255,0.427,0.22,us,us6000jq4g,2023-02-22T08:20:33.777Z,"Cyprus region",earthquake,6.29,13.947,0.105,12,reviewed,us,us
2023-02-19T14:21:37.207Z,-10.3243,161.0267,62.347,4.5,mb,23,104,1.38,0.57,us,us6000jq49,2023-02-19T17:13:07.040Z,"98 km W of Kirakira, Solomon Islands",earthquake,12.4,6.951,0.108,25,reviewed,us,us
2023-02-19T14:10:57.446Z,-13.6013,172.1246,10,4.9,mb,34,79,7.04,0.83,us,us6000jq41,2023-02-19T14:28:38.040Z,"Vanuatu region",earthquake,9.6,1.307,0.062,85,reviewed,us,us
2023-02-19T14:05:22.670Z,17.763,-68.4881666666667,10.42,3.21,md,11,256,0.7543,0.34,pr,pr71396753,2023-02-19T14:33:49.130Z,"69 km S of Boca de Yuma, Dominican Republic",earthquake,4.61,4.84,0.0317041059481755,3,reviewed,pr,pr
2023-02-19T13:40:59.140Z,18.5686666666667,-65.6586666666667,81.77,3.2,md,18,198,0.3133,0.16,pr,pr71396743,2023-02-19T15:02:18.350Z,"22 km NNE of Luquillo, Puerto Rico",earthquake,1.36,0.99,0.075074240803255,13,reviewed,pr,pr
2023-02-19T13:08:13.712Z,-58.4136,-23.1988,10,5,mb,37,86,8.457,0.57,us,us6000jq3n,2023-02-19T13:25:04.040Z,"South Sandwich Islands region",earthquake,6.43,1.864,0.085,44,reviewed,us,us
2023-02-19T12:21:05.619Z,-12.7679,66.3649,10,4.7,mb,63,60,7.519,0.37,us,us6000jq40,2023-02-19T14:22:50.040Z,"Mid-Indian Ridge",earthquake,9.65,1.855,0.077,52,reviewed,us,us
2023-02-19T12:04:33.973Z,38.2418,38.1842,5.478,4.6,mwr,76,49,0.858,0.52,us,us6000jq3c,2023-02-19T12:23:56.040Z,"8 km SW of Ye?ilyurt, Turkey",earthquake,4.08,3.971,0.044,49,reviewed,us,us
2023-02-19T11:41:42.408Z,32.7456665,-100.6658489,7.996704102,2.9,ml,26,70,0.089394826,0.3,tx,tx2023dmku,2023-02-20T05:54:01.663Z,"15 km NE of Hermleigh, Texas",earthquake,1.165498798,1.6901858940000003,0.2,19,reviewed,tx,tx
2023-02-19T11:17:55.929Z,64.7764,-149.1548,15.6,2.5,ml,,,,1.07,ak,ak0232avivu0,2023-02-19T11:24:11.040Z,"19 km N of Four Mile Road, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-02-19T11:01:35.585Z,61.763,-150.322,21.2,2.7,ml,,,,0.63,ak,ak0232avfetm,2023-02-19T11:19:24.040Z,"15 km W of Willow, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-02-19T10:51:56.772Z,61.4834,-140.7405,6.39,2.7,ml,31,79,0.616,0.53,us,us6000jq33,2023-02-19T11:13:48.040Z,"116 km E of McCarthy, Alaska",earthquake,3.41,7.079,0.048,56,reviewed,us,us
2023-02-19T10:05:29.840Z,-15.4427,-71.5287,142.092,4.5,mb,48,112,2.902,0.63,us,us6000jq2z,2023-02-19T10:23:29.040Z,"southern Peru",earthquake,9.2,8.156,0.061,78,reviewed,us,us
2023-02-19T10:03:33.580Z,17.9198333333333,-66.8466666666667,11.54,3.08,md,34,189,0.06308,0.2,pr,pr71396718,2023-02-19T10:54:31.090Z,"7 km SE of Maria Antonia, Puerto Rico",earthquake,0.49,0.35,0.199923328460038,15,reviewed,pr,pr
2023-02-19T07:54:32.421Z,12.4349,-87.5405,69.968,4.8,mb,86,140,0.825,0.61,us,us6000jq2k,2023-02-19T14:45:13.943Z,"near the coast of Nicaragua",earthquake,5.96,7.54,0.028,399,reviewed,us,us
2023-02-19T07:30:11.460Z,51.86,-177.976833333333,5.02,2.93,ml,14,89,,0.16,av,av91766561,2023-02-22T22:19:05.660Z,"92 km W of Adak, Alaska",earthquake,0.52,0.35,0.193831584254065,18,reviewed,av,av
2023-02-19T07:27:04.901Z,53.2183,-165.452,15.5,2.5,ml,,,,0.25,ak,ak0232at72js,2023-02-19T10:39:38.628Z,"102 km SE of Unalaska, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-02-19T07:21:55.344Z,36.5116,70.2282,219.09,4.2,mb,22,102,2.191,0.46,us,us6000jq2f,2023-02-19T08:49:22.040Z,"33 km ESE of Farkh?r, Afghanistan",earthquake,7.95,12.991,0.263,4,reviewed,us,us
2023-02-19T07:11:39.433Z,47.3393,152.1759,130.756,4.6,mb,123,115,6.434,0.83,us,us6000jq2b,2023-02-19T08:06:23.040Z,"Kuril Islands",earthquake,10.35,7.064,0.04,211,reviewed,us,us
2023-02-19T06:55:40.260Z,17.9461666666667,-66.8423333333333,10.71,2.54,md,15,176,0.0454,0.19,pr,pr71396688,2023-02-19T07:20:25.660Z,"Puerto Rico region",earthquake,0.52,0.57,0.469607576383692,10,reviewed,pr,pr
2023-02-19T05:24:34.922Z,43.4184,-127.3272,10,3.2,ml,20,292,1.765,0.71,us,us6000jq1r,2023-02-19T21:04:51.339Z,"off the coast of Oregon",earthquake,8.44,2.026,0.038,91,reviewed,us,us
2023-02-19T05:21:18.742Z,56.1715,-152.0829,10,3,ml,30,258,1.639,0.5,us,us6000jq1q,2023-02-19T05:38:55.040Z,"137 km SSE of Old Harbor, Alaska",earthquake,4.35,2.013,0.069,28,reviewed,us,us
2023-02-19T05:19:38.544Z,52.7568,-168.1233,35,3.8,mb,7,248,0.493,0.6,us,us6000jq1s,2023-02-20T19:00:50.541Z,"53 km ESE of Nikolski, Alaska",earthquake,4.9,2,0.12,18,reviewed,us,us
2023-02-19T05:05:02.470Z,18.0595,-67.9286,109,3.55,md,14,222,0.0177,0.1,pr,pr2023050000,2023-02-19T07:08:10.402Z,"76 km SE of Punta Cana, Dominican Republic",earthquake,1,0.69,0.1,11,reviewed,pr,pr
2023-02-19T04:47:17.731Z,9.0937,126.2015,66.534,4.9,mb,86,103,2.103,0.61,us,us6000jq1l,2023-02-19T05:03:49.040Z,"1 km N of Tandag, Philippines",earthquake,8.1,6.395,0.053,113,reviewed,us,us
2023-02-19T04:32:44.262Z,-5.9728,149.3342,68.686,4.3,mb,22,88,3.328,0.45,us,us6000jq1j,2023-02-22T23:50:15.040Z,"New Britain region, Papua New Guinea",earthquake,9.99,4.693,0.148,15,reviewed,us,us
2023-02-19T04:22:03.022Z,51.8652,-177.932,5,3,ml,16,122,0.047,0.6,us,us6000jqw0,2023-02-22T23:44:27.040Z,"89 km W of Adak, Alaska",earthquake,1.1,1.365,0.105,12,reviewed,us,us
2023-02-19T04:07:41.082Z,37.2988,36.8648,10.747,4.3,mb,59,76,0.208,0.66,us,us6000jq1g,2023-02-19T16:01:58.040Z,"18 km NE of Nurda??, Turkey",earthquake,5.6,2.119,0.079,46,reviewed,us,us
2023-02-19T04:06:17.537Z,37.2669,36.7983,10,4.2,mb,21,195,0.251,0.72,us,us6000jq1h,2023-02-22T23:41:35.040Z,"12 km NNE of Nurda??, Turkey",earthquake,5.14,1.893,0.216,7,reviewed,us,us
2023-02-19T04:03:37.576Z,-1.326,28.1318,14.108,4.6,mb,25,96,2.703,1.07,us,us6000jq1e,2023-02-19T04:32:15.040Z,"105 km WNW of Sake, Democratic Republic of the Congo",earthquake,8.86,2.898,0.122,20,reviewed,us,us
2023-02-19T03:59:10.171Z,37.0377,36.8185,12.873,4.1,mb,44,144,0.34,0.89,us,us6000jq1d,2023-02-19T16:04:20.040Z,"16 km SSE of Nurda??, Turkey",earthquake,3.86,5.425,0.102,26,reviewed,us,us
2023-02-19T02:40:40.497Z,-19.9665,-71.1666,7.154,5.3,mww,64,148,1.019,1.07,us,us6000jq13,2023-02-19T19:45:09.321Z,"109 km WNW of Iquique, Chile",earthquake,5.13,4.54,0.055,32,reviewed,us,us
2023-02-19T02:24:23.390Z,40.964,-109.5098333,8.87,2.92,ml,17,154,0.3954,0.17,uu,uu60531596,2023-02-19T04:12:07.490Z,"10 km WNW of Dutch John, Utah",earthquake,0.61,0.98,0.184,16,reviewed,uu,uu
2023-02-19T01:48:38.869Z,-1.1376,-80.7573,10,4.3,mb,18,231,1.199,0.92,us,us6000jq0w,2023-02-19T02:06:13.040Z,"14 km SW of Montecristi, Ecuador",earthquake,6.97,1.986,0.306,3,reviewed,us,us
2023-02-19T01:46:57.197Z,59.3918,-153.0384,81.9,4,ml,,,,0.58,ak,ak0232apqri0,2023-02-20T21:49:58.462Z,"63 km W of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-02-19T00:56:36.035Z,61.7014,-150.2154,18.5,2.7,ml,,,,1.04,ak,ak0232ap7fkj,2023-02-19T01:31:00.040Z,"10 km WSW of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-02-19T00:56:11.260Z,38.0472,36.2387,1.763,4.1,mb,58,48,0.386,0.61,us,us6000jq0m,2023-02-19T22:23:58.040Z,"14 km ENE of Saimbeyli, Turkey",earthquake,2.97,6.233,0.105,25,reviewed,us,us
2023-02-19T00:49:15.302Z,-19.467,-176.8487,343.749,4.4,mb,30,93,2.382,0.68,us,us6000jq0j,2023-02-19T01:03:13.040Z,"252 km NW of Nuku‘alofa, Tonga",earthquake,11.12,10.229,0.089,36,reviewed,us,us
2023-02-18T23:03:05.158Z,-17.534,-178.699,548.317,5.4,mww,106,35,3.104,0.55,us,us6000jq07,2023-02-19T23:05:48.699Z,"218 km ENE of Levuka, Fiji",earthquake,10.3,2.345,0.093,11,reviewed,us,us
2023-02-18T22:48:35.600Z,19.1398334503174,-155.357162475586,31.7199993133545,2.59,ml,42,218,,0.119999997,hv,hv73327112,2023-02-18T23:48:53.040Z,"14 km ESE of P?hala, Hawaii",earthquake,0.69,0.930000007,2.2,16,automatic,hv,hv
2023-02-18T22:33:57.310Z,38.7908325,-122.7731705,-0.23,2.57,md,47,32,0.01176,0.08,nc,nc73848286,2023-02-19T02:19:14.366Z,"2km NW of The Geysers, CA",earthquake,0.14,0.27,0.23,53,automatic,nc,nc
2023-02-18T22:13:51.309Z,-19.9759,-70.9992,35,4.9,mwr,60,139,0.867,1.12,us,us6000jpzu,2023-02-19T19:46:44.767Z,"92 km WNW of Iquique, Chile",earthquake,3.79,1.914,,,reviewed,us,guc
2023-02-18T22:11:05.100Z,17.9448333333333,-67.009,11.34,2.59,md,13,227,0.0415,0.08,pr,pr71396653,2023-02-18T22:27:28.320Z,"Puerto Rico region",earthquake,0.45,0.29,0.0724258185923108,5,reviewed,pr,pr
2023-02-18T21:28:00.175Z,-55.4328,-27.8877,20.395,5.7,mww,104,45,5.101,0.63,us,us6000jpzj,2023-02-19T21:32:41.779Z,"South Sandwich Islands region",earthquake,10.65,3.619,0.071,19,reviewed,us,us
2023-02-18T20:43:06.790Z,-8.6778,123.679,10,4.4,mb,20,112,1.218,0.95,us,us6000jpz8,2023-02-18T23:57:25.040Z,"96 km NW of Pante Makasar, Timor Leste",earthquake,6.93,1.822,0.162,11,reviewed,us,us
2023-02-18T20:34:20.510Z,19.137,-66.3253333333333,16.09,3.14,md,15,275,0.6843,0.1,pr,pr71396643,2023-02-18T21:05:47.180Z,"74 km N of Brenas, Puerto Rico",earthquake,1.76,3.42,0.144200243969264,5,reviewed,pr,pr
2023-02-18T20:14:30.584Z,37.2868,20.8875,10,4.7,mb,54,129,0.835,1.12,us,us6000jpyy,2023-02-18T23:02:43.040Z,"48 km S of Lithakiá, Greece",earthquake,6.81,1.918,0.096,33,reviewed,us,us
2023-02-18T19:55:20.681Z,-55.5794,-28.1861,35,4.6,mb,12,98,4.961,0.66,us,us6000jpyx,2023-02-18T22:49:21.040Z,"South Sandwich Islands region",earthquake,13.22,1.949,0.165,11,reviewed,us,us
2023-02-18T19:31:31.398Z,38.0511,36.6002,10.148,5,mww,138,28,0.383,0.75,us,us6000jpyq,2023-02-18T21:30:17.290Z,"9 km ENE of Göksun, Turkey",earthquake,5.24,4.016,0.058,29,reviewed,us,us
2023-02-18T19:31:14.699Z,-14.9599,-71.0825,168.772,4.5,mb,30,99,3.034,0.8,us,us6000jpyr,2023-02-18T22:36:08.040Z,"11 km NNE of Ocoruro, Peru",earthquake,12.45,7.19,0.053,107,reviewed,us,us
2023-02-18T18:53:06.669Z,24.2873,98.0834,10,4.2,mb,21,103,3.634,0.43,us,us6000jpyk,2023-02-18T20:05:34.040Z,"",earthquake,11.52,1.9,0.186,11,reviewed,us,us
2023-02-18T17:32:57.357Z,35.8295,25.5162,10,4.7,mwr,111,41,2.146,0.6,us,us6000jpy6,2023-02-18T18:08:50.040Z,"57 km NNE of Limín Khersonísou, Greece",earthquake,4.27,1.826,0.078,16,reviewed,us,us
2023-02-18T16:14:41.695Z,37.9156,38.1277,10,4,mb,29,94,0.726,0.74,us,us6000jpxx,2023-02-19T00:24:03.872Z,"15 km SW of Çelikhan, Turkey",earthquake,4.15,1.823,0.183,8,reviewed,us,us
2023-02-18T16:07:37.737Z,62.2539,-150.7915,66.7,2.7,ml,,,,0.7,ak,ak02329awist,2023-02-18T17:22:38.040Z,"27 km S of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-02-18T15:49:09.064Z,23.6764,120.7249,20.447,4.5,mb,34,71,0.237,1.06,us,us6000jpxl,2023-02-20T15:04:10.203Z,"Taiwan",earthquake,3.68,4.239,0.127,18,reviewed,us,us
2023-02-18T15:08:13.590Z,51.8413333333333,-177.999666666667,3.62,2.63,ml,13,109,,0.31,av,av91765821,2023-02-20T21:57:40.340Z,"94 km W of Adak, Alaska",earthquake,0.71,0.45,0.166105507588556,13,reviewed,av,av
2023-02-18T14:45:12.167Z,-22.4205,-176.3573,189.209,4.4,mb,18,140,1.643,0.54,us,us6000jpxh,2023-02-18T17:09:25.040Z,"182 km SW of Vaini, Tonga",earthquake,7.04,13.244,0.134,16,reviewed,us,us
2023-02-18T14:07:43.180Z,7.3653,-36.0365,10,4.7,mb,27,90,14.339,0.71,us,us6000jpxe,2023-02-18T14:35:21.040Z,"central Mid-Atlantic Ridge",earthquake,13.08,1.898,0.086,41,reviewed,us,us
2023-02-18T12:32:08.910Z,18.863,-64.7483333333333,4.86,2.88,md,6,305,0.5291,0.18,pr,pr71396628,2023-02-18T12:51:01.300Z,"59 km N of Cruz Bay, U.S. Virgin Islands",earthquake,2.12,2.45,0.195883222155401,5,reviewed,pr,pr
2023-02-18T12:00:25.372Z,62.8665,-148.1895,66.7,3.8,ml,,,,0.69,ak,ak023298h9go,2023-02-18T22:38:35.686Z,"",earthquake,,0.2,,,reviewed,ak,ak
2023-02-18T11:38:42.863Z,-19.1479,-177.4407,560.167,4.4,mb,44,65,2.909,0.94,us,us6000jpx1,2023-02-18T12:02:18.040Z,"Fiji region",earthquake,13.44,8.969,0.087,39,reviewed,us,us
2023-02-18T11:17:49.584Z,-6.6963,129.8764,115.109,4.1,mb,23,67,4.435,0.73,us,us6000jpww,2023-02-18T11:44:41.040Z,"Banda Sea",earthquake,8.04,6.687,0.135,15,reviewed,us,us
2023-02-18T11:09:12.143Z,-17.9261,-178.5469,549.779,4.3,mb,52,50,3.621,0.87,us,us6000jpwu,2023-02-18T11:27:47.040Z,"226 km E of Levuka, Fiji",earthquake,13.38,9.101,0.05,125,reviewed,us,us
2023-02-18T10:31:35.420Z,18.9485,-65.8165,20.05,3.1,md,10,244,0.6846,0.21,pr,pr71396623,2023-02-18T11:22:49.260Z,"57 km N of Suárez, Puerto Rico",earthquake,1.13,19.22,0.111338314688887,5,reviewed,pr,pr
2023-02-18T10:25:22.130Z,18.286,-67.1655,26.51,3.12,md,26,116,0.07134,0.12,pr,pr71396613,2023-02-18T11:08:15.380Z,"2 km WSW of Las Marias, Puerto Rico",earthquake,0.3,0.49,0.170373318103356,16,reviewed,pr,pr
